timestamp,open,high,low,close,volume
2026-06-11 00:00:00,28741.25,28758.0,28704.75,28742.0,2692
2026-06-11 00:30:00,28743.75,28803.0,28732.0,28776.5,3554
2026-06-11 01:00:00,28776.5,28782.0,28713.75,28734.0,3164
2026-06-11 01:30:00,28733.5,28756.0,28712.0,28746.5,3014
2026-06-11 02:00:00,28746.0,28774.0,28685.5,28749.5,5836
2026-06-11 02:30:00,28751.0,28797.5,28728.0,28792.0,3065
2026-06-11 03:00:00,28791.75,28868.5,28764.0,28849.75,6020
2026-06-11 03:30:00,28848.25,28867.0,28832.0,28844.25,2619
2026-06-11 04:00:00,28845.0,28933.5,28839.25,28907.25,5924
2026-06-11 04:30:00,28905.5,28936.0,28889.25,28910.75,3144
2026-06-11 05:00:00,28909.0,28922.0,28859.75,28874.5,3626
2026-06-11 05:30:00,28872.75,28907.5,28858.0,28878.25,2199
2026-06-11 06:00:00,28877.5,28917.0,28873.5,28876.5,2470
2026-06-11 06:30:00,28877.5,28914.5,28875.75,28877.75,2313
2026-06-11 07:00:00,28878.0,28878.75,28812.5,28854.25,5002
2026-06-11 07:30:00,28852.75,28909.25,28848.5,28901.0,4393
2026-06-11 08:00:00,28900.25,28915.0,28716.5,28754.5,11973
2026-06-11 08:30:00,28747.0,28827.5,28637.5,28812.5,17218
2026-06-11 09:00:00,28814.5,28815.5,28738.75,28753.5,9289
2026-06-11 09:30:00,28752.5,29016.75,28650.75,28900.5,71150
2026-06-11 10:00:00,28899.5,29049.5,28752.5,28868.25,49645
2026-06-11 10:30:00,28873.5,28944.0,28607.5,28648.25,37570
2026-06-11 11:00:00,28649.5,28860.0,28577.5,28757.75,41153
2026-06-11 11:30:00,28757.75,28907.25,28741.0,28858.0,25666
2026-06-11 12:00:00,28858.5,28975.25,28827.5,28846.0,26732
2026-06-11 12:30:00,28845.5,28969.0,28763.25,28770.0,23596
2026-06-11 13:00:00,28771.5,29093.25,28678.5,29085.25,31526
2026-06-11 13:30:00,29086.75,29302.25,29086.25,29214.0,54365
2026-06-11 14:00:00,29213.5,29266.5,29068.5,29188.25,32141
2026-06-11 14:30:00,29187.5,29312.25,29172.5,29268.75,23724
2026-06-11 15:00:00,29269.0,29448.0,29229.5,29424.0,30908
2026-06-11 15:30:00,29424.25,29544.25,29404.0,29456.75,50300
2026-06-11 16:00:00,29457.75,29522.0,29416.0,29474.75,14952
2026-06-11 16:30:00,29474.25,29485.5,29408.0,29433.25,3939
2026-06-11 18:00:00,29456.75,29547.25,29443.0,29529.0,4258
2026-06-11 18:30:00,29530.5,29586.5,29517.25,29557.75,2457
2026-06-11 19:00:00,29560.0,29567.5,29480.25,29520.0,2371
2026-06-11 19:30:00,29521.25,29597.5,29521.25,29577.25,2035
2026-06-11 20:00:00,29576.25,29625.0,29536.0,29611.0,4089
2026-06-11 20:30:00,29612.5,29645.5,29563.5,29588.25,2915
2026-06-11 21:00:00,29589.0,29589.5,29470.5,29483.5,4050
2026-06-11 21:30:00,29483.25,29557.5,29464.75,29553.0,2723
2026-06-11 22:00:00,29553.0,29587.0,29510.0,29512.5,2498
2026-06-11 22:30:00,29512.5,29576.0,29503.0,29562.5,1811
2026-06-11 23:00:00,29562.0,29562.0,29488.75,29524.5,1588
2026-06-11 23:30:00,29522.0,29554.25,29500.25,29528.5,1562
2026-06-12 00:00:00,29531.25,29540.25,29488.0,29535.25,1386
2026-06-12 00:30:00,29535.0,29549.0,29520.0,29543.75,1080
2026-06-12 01:00:00,29546.25,29554.75,29503.25,29535.0,1382
2026-06-12 01:30:00,29532.75,29532.75,29375.0,29401.0,4315
2026-06-12 02:00:00,29401.75,29474.75,29390.25,29426.25,2839
2026-06-12 02:30:00,29423.75,29424.5,29335.0,29361.0,2773
2026-06-12 03:00:00,29361.75,29370.0,29260.0,29298.25,3784
2026-06-12 03:30:00,29291.75,29458.5,29285.25,29430.5,3981
2026-06-12 04:00:00,29434.5,29575.0,29416.25,29530.25,5059
2026-06-12 04:30:00,29531.25,29536.75,29447.75,29478.25,3120
2026-06-12 05:00:00,29481.25,29619.5,29477.25,29611.5,3196
2026-06-12 05:30:00,29611.75,29675.0,29588.5,29623.25,4091
2026-06-12 06:00:00,29623.5,29657.5,29517.75,29530.25,3967
2026-06-12 06:30:00,29531.0,29571.5,29528.25,29551.0,1949
2026-06-12 07:00:00,29553.0,29646.25,29549.0,29631.25,2573
2026-06-12 07:30:00,29631.25,29660.0,29596.25,29638.25,2562
2026-06-12 08:00:00,29637.0,29646.0,29528.25,29533.0,4417
2026-06-12 08:30:00,29532.0,29547.25,29383.25,29413.25,8472
2026-06-12 09:00:00,29412.25,29502.0,29354.0,29496.0,11431
2026-06-12 09:30:00,29494.5,29501.0,29230.0,29349.5,49501
2026-06-12 10:00:00,29354.0,29627.25,29339.0,29513.5,33761
2026-06-12 10:30:00,29512.25,29644.0,29352.5,29631.0,34524
2026-06-12 11:00:00,29634.0,29760.0,29597.25,29745.25,23823
2026-06-12 11:30:00,29745.5,29749.0,29410.0,29439.75,29329
2026-06-12 12:00:00,29440.25,29667.75,29409.0,29593.5,23440
2026-06-12 12:30:00,29593.5,29678.75,29575.0,29673.0,12050
2026-06-12 13:00:00,29674.0,29752.25,29657.0,29721.0,14260
2026-06-12 13:30:00,29722.25,29730.0,29647.75,29682.5,10852
2026-06-12 14:00:00,29684.0,29708.0,29608.5,29665.25,14148
2026-06-12 14:30:00,29664.0,29719.0,29636.25,29645.0,11384
2026-06-12 15:00:00,29643.0,29711.0,29638.75,29660.5,11229
2026-06-12 15:30:00,29660.0,29683.75,29580.5,29648.75,26740
2026-06-12 16:00:00,29649.75,29732.25,29646.0,29688.0,11622
2026-06-12 16:30:00,29688.25,29704.25,29666.75,29677.75,3257
2026-06-14 18:00:00,30191.0,30394.0,30191.0,30353.5,5874
2026-06-14 18:30:00,30348.5,30372.0,30308.5,30345.5,2188
2026-06-14 19:00:00,30349.5,30370.0,30282.0,30330.75,2321
2026-06-14 19:30:00,30328.0,30359.0,30312.5,30349.25,1744
2026-06-14 20:00:00,30349.5,30470.0,30339.5,30456.25,5342
2026-06-14 20:30:00,30456.5,30459.5,30425.5,30436.0,1950
2026-06-14 21:00:00,30438.25,30472.5,30422.0,30456.0,2591
2026-06-14 21:30:00,30457.5,30485.0,30441.25,30466.75,1893
2026-06-14 22:00:00,30466.5,30507.75,30462.5,30506.5,1668
2026-06-14 22:30:00,30506.25,30511.75,30487.75,30502.0,1272
2026-06-14 23:00:00,30502.0,30518.0,30484.25,30505.25,1320
2026-06-14 23:30:00,30504.75,30519.5,30480.0,30487.0,1360
2026-06-15 00:00:00,30488.0,30515.25,30470.0,30512.25,1207
2026-06-15 00:30:00,30512.25,30532.25,30506.0,30529.25,1186
2026-06-15 01:00:00,30529.0,30546.25,30523.5,30535.5,983
2026-06-15 01:30:00,30534.75,30540.25,30505.25,30536.75,1490
2026-06-15 02:00:00,30537.0,30558.75,30519.5,30542.5,1728
2026-06-15 02:30:00,30541.25,30560.0,30522.0,30551.75,1745
2026-06-15 03:00:00,30552.25,30566.75,30521.75,30554.75,2543
2026-06-15 03:30:00,30555.0,30574.25,30538.25,30545.25,1789
2026-06-15 04:00:00,30544.5,30610.0,30539.5,30602.5,2848
2026-06-15 04:30:00,30600.5,30628.25,30584.5,30591.75,2555
2026-06-15 05:00:00,30592.75,30604.25,30534.25,30539.75,2140
2026-06-15 05:30:00,30538.25,30556.75,30509.5,30550.25,1816
2026-06-15 06:00:00,30549.75,30571.75,30540.5,30567.75,1326
2026-06-15 06:30:00,30567.75,30570.0,30530.0,30561.5,1545
2026-06-15 07:00:00,30562.5,30617.0,30554.25,30612.25,2888
2026-06-15 07:30:00,30614.75,30622.75,30569.75,30599.25,3303
2026-06-15 08:00:00,30599.5,30616.75,30560.5,30571.0,4229
2026-06-15 08:30:00,30571.25,30585.75,30538.5,30581.5,5250
2026-06-15 09:00:00,30581.25,30642.0,30562.5,30634.25,7460
2026-06-15 09:30:00,30633.25,30800.0,30604.75,30703.75,49018
2026-06-15 10:00:00,30703.75,30764.0,30671.25,30759.5,29913
2026-06-15 10:30:00,30760.0,30800.0,30699.0,30775.0,20372
2026-06-15 11:00:00,30776.25,30852.5,30772.5,30847.75,18126
2026-06-15 11:30:00,30847.5,30887.0,30802.25,30879.25,16582
2026-06-15 12:00:00,30879.25,30912.75,30868.0,30901.0,13332
2026-06-15 12:30:00,30900.75,30915.0,30850.5,30867.5,12272
2026-06-15 13:00:00,30868.0,30892.5,30833.0,30882.75,12474
2026-06-15 13:30:00,30883.75,30893.0,30853.75,30858.75,8714
2026-06-15 14:00:00,30858.5,30879.75,30832.75,30840.0,10964
2026-06-15 14:30:00,30840.25,30891.0,30824.0,30861.25,10922
2026-06-15 15:00:00,30861.25,30872.5,30831.25,30832.75,12619
2026-06-15 15:30:00,30832.0,30879.0,30815.0,30873.25,30205
2026-06-15 16:00:00,30873.75,30894.0,30845.0,30848.5,11420
2026-06-15 16:30:00,30848.25,30859.0,30826.25,30832.0,3480
2026-06-15 18:00:00,30838.0,30868.0,30755.0,30786.0,5171
2026-06-15 18:30:00,30784.5,30819.0,30771.75,30808.0,2425
2026-06-15 19:00:00,30806.5,30832.0,30794.75,30827.25,2169
2026-06-15 19:30:00,30827.5,30843.25,30804.0,30835.25,1906
2026-06-15 20:00:00,30833.5,30846.5,30796.0,30833.5,3270
2026-06-15 20:30:00,30833.25,30853.5,30767.75,30775.25,4336
2026-06-15 21:00:00,30775.25,30797.25,30755.5,30787.25,3463
2026-06-15 21:30:00,30787.75,30803.75,30768.5,30784.25,1952
2026-06-15 22:00:00,30784.25,30800.0,30770.0,30780.5,1826
