timestamp,open,high,low,close
2026-06-10 09:30:00,7350.54,7355.29,7330.83,7330.83
2026-06-10 09:35:00,7330.64,7365.26,7328.42,7358.81
2026-06-10 09:40:00,7359.3,7375.41,7346.51,7375.41
2026-06-10 09:45:00,7375.39,7382.39,7367.12,7379.67
2026-06-10 09:50:00,7379.96,7379.96,7361.71,7369.37
2026-06-10 09:55:00,7369.44,7379.71,7366.1,7370.49
2026-06-10 10:00:00,7370.84,7384.65,7363.6,7378.18
2026-06-10 10:05:00,7378.46,7387.01,7372.63,7384.57
2026-06-10 10:10:00,7384.76,7388.6,7377.36,7379.7
2026-06-10 10:15:00,7379.63,7383.11,7370.95,7379.33
2026-06-10 10:20:00,7378.75,7396.5,7375.31,7395.63
2026-06-10 10:25:00,7395.58,7396.56,7380.21,7385.89
2026-06-10 10:30:00,7385.44,7391.18,7371.88,7390.79
2026-06-10 10:35:00,7391.16,7391.9,7373.63,7378.31
2026-06-10 10:40:00,7378.21,7385.45,7369.35,7369.35
2026-06-10 10:45:00,7368.92,7373.27,7358.31,7362.05
2026-06-10 10:50:00,7362.12,7369.05,7354.58,7358.22
2026-06-10 10:55:00,7358.69,7360.92,7334.76,7341.49
2026-06-10 11:00:00,7341.55,7355.99,7331.83,7343.13
2026-06-10 11:05:00,7343.18,7343.74,7329.97,7330.36
2026-06-10 11:10:00,7330.39,7331.83,7319.21,7319.56
2026-06-10 11:15:00,7319.42,7319.42,7307.65,7314.92
2026-06-10 11:20:00,7314.97,7335.46,7313.52,7330.74
2026-06-10 11:25:00,7330.96,7337.21,7327.16,7327.68
2026-06-10 11:30:00,7327.11,7334.53,7318.67,7323.42
2026-06-10 11:35:00,7323.26,7328.73,7313.69,7320.4
2026-06-10 11:40:00,7320.59,7337.16,7317.12,7335.0
2026-06-10 11:45:00,7335.19,7339.16,7304.08,7312.5
2026-06-10 11:50:00,7312.26,7327.19,7297.79,7321.91
2026-06-10 11:55:00,7320.98,7332.34,7314.67,7331.41
2026-06-10 12:00:00,7331.4,7336.79,7323.31,7327.34
2026-06-10 12:05:00,7327.35,7332.1,7318.61,7319.68
2026-06-10 12:10:00,7320.86,7320.86,7311.06,7313.97
2026-06-10 12:15:00,7314.14,7321.75,7313.51,7317.95
2026-06-10 12:20:00,7317.58,7320.72,7311.79,7313.13
2026-06-10 12:25:00,7312.95,7320.36,7312.69,7318.45
2026-06-10 12:30:00,7318.47,7327.44,7313.13,7327.44
2026-06-10 12:35:00,7327.51,7334.57,7322.87,7331.17
2026-06-10 12:40:00,7331.12,7334.3,7317.54,7321.0
2026-06-10 12:45:00,7320.98,7320.98,7306.89,7312.9
2026-06-10 12:50:00,7312.87,7321.87,7309.65,7314.87
2026-06-10 12:55:00,7314.76,7316.02,7307.41,7315.74
2026-06-10 13:00:00,7315.69,7325.18,7312.78,7323.74
2026-06-10 13:05:00,7323.49,7323.56,7308.08,7309.45
2026-06-10 13:10:00,7309.02,7309.2,7299.72,7301.75
2026-06-10 13:15:00,7301.8,7305.53,7299.16,7301.64
2026-06-10 13:20:00,7301.53,7307.11,7299.66,7306.25
2026-06-10 13:25:00,7306.67,7309.85,7303.67,7308.08
